Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
18.4,62688.78103766725,221755.4671976239,571.8996287889079,74.49950704968057,2.0,24.859829823321164,47.99999999720603,0.8400000002095477,High School,Part-time,Single,No,No,Auto,No,1
42.6,63218.575755089885,41386.2180959215,477.54032023543033,115.17545123914616,4.0,23.906509835407256,60.0,0.47000000001164155,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0
31.0,51213.276718264045,229074.09879790482,426.15579487852654,117.97926719230117,4.0,23.101140316929936,47.99999999720603,0.5200000000232831,High School,Full-time,Divorced,No,No,Home,Yes,1
54.2,34758.540754613125,35452.80078691729,339.55759276462663,60.2863710239265,3.0,9.690255922123384,35.999999994412065,0.6800000000232831,High School,Self-employed,Married,Yes,Yes,Other,Yes,0
65.8,34569.20557655515,170292.10117809757,468.0385814057753,77.74971097306108,3.0,9.675793303476134,60.0,0.7300000000349246,Bachelor's,Full-time,Divorced,Yes,Yes,Business,No,0
35.0,115680.45308850204,207212.77923903725,477.6611462770172,31.843742235527316,4.0,24.024903595152992,60.0,0.4699999998253771,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,0
69.0,54255.708316271826,14622.62900803765,743.7218460256051,107.28763341118758,2.0,13.44594965506018,47.99999999720603,0.7499999999650754,PhD,Part-time,Single,Yes,No,Auto,No,0
43.0,39314.43940593941,243810.2207365842,847.2378117500892,17.79414124479381,4.0,14.784157349060793,23.999999991618097,0.8599999999534339,Master's,Part-time,Divorced,Yes,No,Education,No,1
27.2,55536.2850795638,241040.7405186167,563.2979727902677,57.38440256924005,3.0,19.318035384884112,47.99999999720603,0.21999999958090485,PhD,Full-time,Single,No,No,Business,Yes,1
67.0,17762.44713462341,196883.70490727102,651.9307528245101,79.67517816244512,2.0,18.19882865669411,12.0,0.7300000000349246,Bachelor's,Part-time,Divorced,Yes,No,Other,No,0
65.8,58803.04672420073,103101.10585906103,774.8783255184252,79.64578502174602,4.0,14.479846743321943,60.0,0.4999999999068677,High School,Part-time,Married,Yes,Yes,Auto,No,0
64.8,26180.608888030194,202283.92510239128,404.80911190128165,53.351569279178875,2.0,16.543230157071548,60.0,0.34000000009313225,Bachelor's,Unemployed,Married,No,Yes,Auto,No,0
67.6,69479.32692417395,49522.99420845764,631.1939096986767,93.70133004540142,1.0,13.91715626173121,23.999999991618097,0.8599999999534339,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
42.400000000000006,59593.71694816106,244746.5180275744,568.250893958437,18.74080220859982,3.0,17.347699333188988,47.99999999720603,0.5899999999650755,High School,Part-time,Single,Yes,No,Other,No,1
59.90000152585562,130681.77084972308,238487.54428931687,844.6567288645675,118.47659680444669,4.0,19.204352534148924,12.0,0.8899999992898666,High School,Part-time,Divorced,Yes,Yes,Auto,No,1
30.0,23308.554381908747,96574.79739499623,592.3813451343173,23.801340568065957,4.0,13.64350973202696,12.0,0.29000000008149074,Master's,Part-time,Divorced,Yes,Yes,Education,Yes,1
26.200000000000003,22708.0473320454,246299.69374403814,562.3827118790668,56.92643191803396,2.0,18.649952545207917,60.0,0.19999999983701855,Bachelor's,Unemployed,Divorced,Yes,No,Business,No,1
47.8,114856.73266163345,91273.58576682246,617.0662473279672,108.59088556365829,4.0,14.756518913883838,35.999999994412065,0.4700000001979061,High School,Part-time,Divorced,No,Yes,Auto,No,0
24.375000381463906,56380.42019061544,245829.5072667742,357.6218656444973,85.15285315507856,2.0,19.864217512999716,47.99999999720603,0.4599999998603016,High School,Part-time,Single,Yes,No,Auto,No,1
