Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
54.19999998812564,139495.13934241308,62151.80498034503,472.36597909833444,69.90587629561915,1.0,7.783912163594252,60.0,0.2999999998603016,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
68.00077819824236,141675.75439945556,129377.53224169312,687.183879909847,33.42244072896951,4.0,18.122967630786114,35.999999994412065,0.33666657121774424,High School,Unemployed,Married,Yes,Yes,Other,Yes,0
30.37578161954316,33130.8868629974,233866.67166599695,765.3605193368533,19.4559141461402,4.0,20.092937750621452,23.999999991618097,0.5499999999185093,Bachelor's,Part-time,Divorced,No,No,Business,No,1
54.6,45751.91647455258,87328.30958398253,816.3791367948006,80.82210903447636,4.0,14.32579708482041,23.999999991618097,0.5499999999185093,Bachelor's,Part-time,Married,No,No,Auto,No,0
61.0,26756.209529183157,240915.86072774508,503.28982781625587,35.87677313081845,4.0,14.78184816127919,23.999999991618097,0.7300000000349246,High School,Part-time,Married,Yes,No,Other,No,0
22.624999998515705,26745.42182308492,209817.4232205044,454.3480504798582,108.48033344477423,2.0,6.091667244630323,60.0,0.529999999802094,Bachelor's,Part-time,Divorced,No,No,Other,No,1
30.37578161954316,33130.8868629974,233866.67166599695,765.3606584093907,19.4559141461402,4.0,20.092937750621452,23.999999991618097,0.5499999999185093,Bachelor's,Part-time,Divorced,No,No,Business,No,1
30.37578161954316,33130.8868629974,233866.67166599695,765.3606502286532,19.4559141461402,4.0,20.092932269378316,23.999999991618097,0.5499999999185093,Bachelor's,Part-time,Divorced,No,No,Business,No,1
49.79967967718832,40326.76349075831,233858.67262022072,572.3171645552659,78.70170639145694,2.0,8.777580353023387,60.0,0.5499999999185093,Bachelor's,Part-time,Married,No,No,Business,No,1
49.79967967718832,40343.23944291059,233859.13984434193,563.7369616459442,80.79350326694397,2.0,10.21445501078024,60.0,0.5499999999185093,Bachelor's,Part-time,Married,No,No,Other,No,1
49.79967967718832,40351.47741898673,218548.67079156186,563.7369619015923,78.96318100089282,2.0,8.597970635403872,60.0,0.5499999999185093,Bachelor's,Part-time,Married,No,No,Other,No,1
65.61327800751042,71628.20721349101,8707.179979800056,603.2088774189374,25.747444620297163,2.0,18.283783161312755,23.999999991618097,0.34000004759058355,High School,Self-employed,Divorced,No,Yes,Other,Yes,0
60.99999924004078,26756.209529183157,240915.86072774508,503.28879704333116,21.002666839399065,4.0,14.776235368309132,23.999999991618097,0.7300000957748852,High School,Part-time,Married,No,No,Other,No,0
