Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
59.8,143970.48395355942,63558.89331106071,540.9655513369864,92.34055399087735,4.0,9.58076508224494,60.0,0.27000000015133996,Bachelor's,Unemployed,Married,Yes,No,Education,No,0
53.2,54187.01349353604,23699.407980213735,539.9245301212475,77.35018619693587,3.0,13.416471738239395,23.999999991618097,0.8599999999534339,High School,Part-time,Married,No,No,Auto,Yes,0
39.2,54524.8904319261,132065.55645123718,605.8648516328225,48.97147255972295,4.0,18.710388143207034,23.999999991618097,0.519999999650754,PhD,Self-employed,Divorced,No,Yes,Business,Yes,1
30.0,39682.16970569156,198401.98060165203,462.88108849755514,88.01855149120524,4.0,10.379555984877413,23.999999991618097,0.6200000000465662,Master's,Self-employed,Divorced,No,No,Home,No,0
18.2,27010.15127596519,241603.4946912442,480.0109740297801,87.95443485583048,2.0,9.122729977765758,35.999999994412065,0.6599999999068678,High School,Self-employed,Married,Yes,No,Auto,No,0
23.6,20415.5874449342,68685.61435353142,745.8419169988115,110.31277960685846,4.0,9.034371310699353,23.999999991618097,0.8099999999417923,PhD,Self-employed,Divorced,No,No,Business,No,1
18.8,113765.57397656458,22745.8093663272,637.8210737600041,26.978373591084587,3.0,16.3477162592131,23.999999991618097,0.8900000000349246,Master's,Part-time,Single,No,Yes,Education,No,1
21.6,18092.397428224653,244302.1877742424,442.4997258981456,87.91275669329632,4.0,19.49782567841882,35.999999994412065,0.6200000002328306,Master's,Full-time,Divorced,Yes,No,Home,No,1
29.2,18064.224507889994,68266.85743452676,737.4062269452043,88.02769076079775,3.0,20.213607816042753,23.999999991618097,0.6499999999417924,PhD,Self-employed,Divorced,No,No,Home,No,1
37.0,81662.59294325128,13170.529861378142,329.6156630221791,16.44511125852473,2.0,18.631774644684462,23.999999991618097,0.34000000009313225,Master's,Part-time,Divorced,No,Yes,Auto,No,1
24.6,48910.77409522696,161222.56098588524,471.299533428694,79.66091426221209,3.0,24.591627094080124,23.999999991618097,0.6300000000116415,High School,Self-employed,Married,No,No,Other,Yes,1
30.801562499907234,102361.89608234444,24128.27033186524,387.98318614461067,25.392644596144706,2.0,22.721436972935088,23.999999991618097,0.48999999994179233,PhD,Full-time,Single,Yes,Yes,Home,Yes,0
23.6,16201.862681990224,68685.61366912108,741.0125331475895,106.59221358843898,4.0,11.896895554139489,23.999999991618097,0.8099999999417923,PhD,Part-time,Divorced,No,No,Business,No,0
